,scene,file,split,range,0,1,2,3,4,5,6,7
301,4_station_pedestrian_bridge_4.4,135,Test,[80-100[,3078,0,0,55,13,0,0,0
302,4_station_pedestrian_bridge_4.4,135,Test,[100-140[,4734,0,0,0,0,0,0,0
303,4_station_pedestrian_bridge_4.4,135,Test,[140-180[,1088,0,0,0,0,0,0,0
304,4_station_pedestrian_bridge_4.4,135,Test,[180-220[,2388,0,0,0,0,0,0,0
305,4_station_pedestrian_bridge_4.4,135,Test,[220-1000[,809,0,0,0,0,0,0,0
306,4_station_pedestrian_bridge_4.4,101,Test,[0-20[,123217,3443,0,572,4697,0,0,0
307,4_station_pedestrian_bridge_4.4,101,Test,[20-40[,43460,14,0,0,1669,0,0,0
308,4_station_pedestrian_bridge_4.4,101,Test,[40-60[,6887,230,0,0,323,0,0,0
309,4_station_pedestrian_bridge_4.4,101,Test,[60-80[,13034,120,0,0,158,0,534,0
310,4_station_pedestrian_bridge_4.4,101,Test,[80-100[,2902,0,0,99,8,0,0,0
311,4_station_pedestrian_bridge_4.4,101,Test,[100-140[,4755,0,0,0,0,0,0,0
312,4_station_pedestrian_bridge_4.4,101,Test,[140-180[,1090,0,0,0,0,0,0,0
313,4_station_pedestrian_bridge_4.4,101,Test,[180-220[,2339,0,0,0,0,0,0,0
314,4_station_pedestrian_bridge_4.4,101,Test,[220-1000[,865,0,0,0,0,0,0,0
315,4_station_pedestrian_bridge_4.4,126,Test,[0-20[,122245,4200,0,603,4637,0,0,0
316,4_station_pedestrian_bridge_4.4,126,Test,[20-40[,42327,14,0,0,1618,0,0,0
317,4_station_pedestrian_bridge_4.4,126,Test,[40-60[,7238,263,0,0,322,0,0,0
318,4_station_pedestrian_bridge_4.4,126,Test,[60-80[,13101,156,0,0,141,0,672,0
319,4_station_pedestrian_bridge_4.4,126,Test,[80-100[,3039,0,0,50,12,0,0,0
320,4_station_pedestrian_bridge_4.4,126,Test,[100-140[,4952,0,0,0,0,0,0,0
321,4_station_pedestrian_bridge_4.4,126,Test,[140-180[,1155,0,0,0,0,0,0,0
322,4_station_pedestrian_bridge_4.4,126,Test,[180-220[,2425,0,0,0,0,0,0,0
323,4_station_pedestrian_bridge_4.4,126,Test,[220-1000[,965,0,0,0,0,0,0,0
324,4_station_pedestrian_bridge_4.4,173,Test,[0-20[,122292,5807,0,610,4644,0,0,0
325,4_station_pedestrian_bridge_4.4,173,Test,[20-40[,41559,16,0,0,1589,0,0,0
326,4_station_pedestrian_bridge_4.4,173,Test,[40-60[,7146,271,0,0,312,0,0,0
327,4_station_pedestrian_bridge_4.4,173,Test,[60-80[,13161,189,0,0,127,0,563,0
328,4_station_pedestrian_bridge_4.4,173,Test,[80-100[,2911,0,0,53,16,0,0,0
329,4_station_pedestrian_bridge_4.4,173,Test,[100-140[,4744,0,0,0,0,0,0,0
330,4_station_pedestrian_bridge_4.4,173,Test,[140-180[,1108,0,0,0,0,0,0,0
331,4_station_pedestrian_bridge_4.4,173,Test,[180-220[,2260,0,0,0,0,0,0,0
332,4_station_pedestrian_bridge_4.4,173,Test,[220-1000[,853,0,0,0,0,0,0,0
333,4_station_pedestrian_bridge_4.4,143,Test,[0-20[,123076,5490,0,608,4646,0,0,0
334,4_station_pedestrian_bridge_4.4,143,Test,[20-40[,40939,10,0,0,1655,0,0,0
335,4_station_pedestrian_bridge_4.4,143,Test,[40-60[,7335,244,0,0,337,0,0,0
336,4_station_pedestrian_bridge_4.4,143,Test,[60-80[,12721,223,0,0,123,0,580,0
337,4_station_pedestrian_bridge_4.4,143,Test,[80-100[,2960,0,0,45,13,0,0,0
338,4_station_pedestrian_bridge_4.4,143,Test,[100-140[,4779,0,0,0,0,0,0,0
339,4_station_pedestrian_bridge_4.4,143,Test,[140-180[,1221,0,0,0,0,0,0,0
340,4_station_pedestrian_bridge_4.4,143,Test,[180-220[,2261,0,0,0,0,0,0,0
341,4_station_pedestrian_bridge_4.4,143,Test,[220-1000[,840,0,0,0,0,0,0,0
342,4_station_pedestrian_bridge_4.4,122,Test,[0-20[,123743,3348,0,605,4650,0,0,0
343,4_station_pedestrian_bridge_4.4,122,Test,[20-40[,42518,11,0,0,1622,0,0,0
344,4_station_pedestrian_bridge_4.4,122,Test,[40-60[,7389,234,0,0,315,0,0,0
345,4_station_pedestrian_bridge_4.4,122,Test,[60-80[,12897,137,0,0,127,0,572,0
346,4_station_pedestrian_bridge_4.4,122,Test,[80-100[,2894,0,0,42,15,0,0,0
347,4_station_pedestrian_bridge_4.4,122,Test,[100-140[,4677,0,0,0,0,0,0,0
348,4_station_pedestrian_bridge_4.4,122,Test,[140-180[,1298,0,0,0,0,0,0,0
349,4_station_pedestrian_bridge_4.4,122,Test,[180-220[,2365,0,0,0,0,0,0,0
350,4_station_pedestrian_bridge_4.4,122,Test,[220-1000[,853,0,0,0,0,0,0,0
351,4_station_pedestrian_bridge_4.4,186,Test,[0-20[,122619,5189,0,607,4514,0,0,0
352,4_station_pedestrian_bridge_4.4,186,Test,[20-40[,41707,6,0,0,1640,0,0,0
353,4_station_pedestrian_bridge_4.4,186,Test,[40-60[,7161,282,0,0,341,0,0,0
354,4_station_pedestrian_bridge_4.4,186,Test,[60-80[,13201,97,0,0,119,0,559,0
355,4_station_pedestrian_bridge_4.4,186,Test,[80-100[,2975,0,0,62,13,0,0,0
356,4_station_pedestrian_bridge_4.4,186,Test,[100-140[,4841,0,0,0,0,0,0,0
357,4_station_pedestrian_bridge_4.4,186,Test,[140-180[,1184,0,0,0,0,0,0,0
358,4_station_pedestrian_bridge_4.4,186,Test,[180-220[,2240,0,0,0,0,0,0,0
359,4_station_pedestrian_bridge_4.4,186,Test,[220-1000[,848,0,0,0,0,0,0,0
360,4_station_pedestrian_bridge_4.4,192,Test,[0-20[,122573,4539,0,602,4821,0,0,0
361,4_station_pedestrian_bridge_4.4,192,Test,[20-40[,42104,21,0,0,1843,0,0,0
362,4_station_pedestrian_bridge_4.4,192,Test,[40-60[,7217,227,0,0,387,0,0,0
363,4_station_pedestrian_bridge_4.4,192,Test,[60-80[,13031,59,0,0,136,0,571,0
364,4_station_pedestrian_bridge_4.4,192,Test,[80-100[,2933,0,0,45,12,0,0,0
365,4_station_pedestrian_bridge_4.4,192,Test,[100-140[,4873,0,0,0,0,0,0,0
366,4_station_pedestrian_bridge_4.4,192,Test,[140-180[,1201,0,0,0,0,0,0,0
367,4_station_pedestrian_bridge_4.4,192,Test,[180-220[,2262,0,0,0,0,0,0,0
368,4_station_pedestrian_bridge_4.4,192,Test,[220-1000[,848,0,0,0,0,0,0,0
369,4_station_pedestrian_bridge_4.4,191,Test,[0-20[,122730,4547,0,610,4647,0,0,0
370,4_station_pedestrian_bridge_4.4,191,Test,[20-40[,42508,19,0,0,1659,0,0,0
371,4_station_pedestrian_bridge_4.4,191,Test,[40-60[,7286,236,0,0,314,0,0,0
372,4_station_pedestrian_bridge_4.4,191,Test,[60-80[,12819,75,0,0,122,0,570,0
373,4_station_pedestrian_bridge_4.4,191,Test,[80-100[,2902,0,0,62,9,0,0,0
374,4_station_pedestrian_bridge_4.4,191,Test,[100-140[,4778,0,0,0,0,0,0,0
375,4_station_pedestrian_bridge_4.4,191,Test,[140-180[,1267,0,0,0,0,0,0,0
376,4_station_pedestrian_bridge_4.4,191,Test,[180-220[,2238,0,0,0,0,0,0,0
377,4_station_pedestrian_bridge_4.4,191,Test,[220-1000[,821,0,0,0,0,0,0,0
378,4_station_pedestrian_bridge_4.4,187,Test,[0-20[,121891,4965,0,610,4502,0,0,0
379,4_station_pedestrian_bridge_4.4,187,Test,[20-40[,42028,10,0,0,1602,0,0,0
380,4_station_pedestrian_bridge_4.4,187,Test,[40-60[,7306,259,0,0,341,0,0,0
381,4_station_pedestrian_bridge_4.4,187,Test,[60-80[,13049,106,0,0,120,0,578,0
382,4_station_pedestrian_bridge_4.4,187,Test,[80-100[,3126,0,0,57,16,0,0,0
383,4_station_pedestrian_bridge_4.4,187,Test,[100-140[,4839,0,0,0,0,0,0,0
384,4_station_pedestrian_bridge_4.4,187,Test,[140-180[,1175,0,0,0,0,0,0,0
385,4_station_pedestrian_bridge_4.4,187,Test,[180-220[,2351,0,0,0,0,0,0,0
386,4_station_pedestrian_bridge_4.4,187,Test,[220-1000[,876,0,0,0,0,0,0,0
387,4_station_pedestrian_bridge_4.4,108,Test,[0-20[,124098,3368,0,598,4811,0,0,0
388,4_station_pedestrian_bridge_4.4,108,Test,[20-40[,42462,14,0,0,1709,0,0,0
389,4_station_pedestrian_bridge_4.4,108,Test,[40-60[,6915,241,0,0,332,0,0,0
390,4_station_pedestrian_bridge_4.4,108,Test,[60-80[,13014,109,0,0,140,0,530,0
391,4_station_pedestrian_bridge_4.4,108,Test,[80-100[,2938,0,0,55,2,0,0,0
392,4_station_pedestrian_bridge_4.4,108,Test,[100-140[,4645,0,0,0,0,0,0,0
393,4_station_pedestrian_bridge_4.4,108,Test,[140-180[,1196,0,0,0,0,0,0,0
394,4_station_pedestrian_bridge_4.4,108,Test,[180-220[,2260,0,0,0,0,0,0,0
395,4_station_pedestrian_bridge_4.4,108,Test,[220-1000[,877,0,0,0,0,0,0,0
396,4_station_pedestrian_bridge_4.4,172,Test,[0-20[,122239,5772,0,607,4646,0,0,0
397,4_station_pedestrian_bridge_4.4,172,Test,[20-40[,41586,22,0,0,1669,0,0,0
398,4_station_pedestrian_bridge_4.4,172,Test,[40-60[,7259,263,0,0,369,0,0,0
399,4_station_pedestrian_bridge_4.4,172,Test,[60-80[,12752,202,0,0,139,0,540,0
400,4_station_pedestrian_bridge_4.4,172,Test,[80-100[,2863,0,0,43,15,0,0,0
401,4_station_pedestrian_bridge_4.4,172,Test,[100-140[,5060,0,0,0,0,0,0,0
402,4_station_pedestrian_bridge_4.4,172,Test,[140-180[,1148,0,0,0,0,0,0,0
403,4_station_pedestrian_bridge_4.4,172,Test,[180-220[,2345,0,0,0,0,0,0,0
404,4_station_pedestrian_bridge_4.4,172,Test,[220-1000[,868,0,0,0,0,0,0,0
405,4_station_pedestrian_bridge_4.4,189,Test,[0-20[,122421,4532,0,612,4537,0,0,0
406,4_station_pedestrian_bridge_4.4,189,Test,[20-40[,42599,8,0,0,1636,0,0,0
407,4_station_pedestrian_bridge_4.4,189,Test,[40-60[,7160,227,0,0,336,0,0,0
408,4_station_pedestrian_bridge_4.4,189,Test,[60-80[,13006,77,0,0,153,0,567,0
409,4_station_pedestrian_bridge_4.4,189,Test,[80-100[,2981,0,0,51,13,0,0,0
410,4_station_pedestrian_bridge_4.4,189,Test,[100-140[,5068,0,0,0,0,0,0,0
411,4_station_pedestrian_bridge_4.4,189,Test,[140-180[,1215,0,0,0,0,0,0,0
412,4_station_pedestrian_bridge_4.4,189,Test,[180-220[,2339,0,0,0,0,0,0,0
413,4_station_pedestrian_bridge_4.4,189,Test,[220-1000[,849,0,0,0,0,0,0,0
414,4_station_pedestrian_bridge_4.4,105,Test,[0-20[,123484,3548,0,621,4592,0,0,0
415,4_station_pedestrian_bridge_4.4,105,Test,[20-40[,42469,16,0,0,1671,0,0,0
416,4_station_pedestrian_bridge_4.4,105,Test,[40-60[,6714,257,0,0,338,0,0,0
417,4_station_pedestrian_bridge_4.4,105,Test,[60-80[,13350,115,0,0,148,0,537,0
418,4_station_pedestrian_bridge_4.4,105,Test,[80-100[,3064,0,0,55,4,0,0,0
419,4_station_pedestrian_bridge_4.4,105,Test,[100-140[,4793,0,0,0,0,0,0,0
420,4_station_pedestrian_bridge_4.4,105,Test,[140-180[,1215,0,0,0,0,0,0,0
421,4_station_pedestrian_bridge_4.4,105,Test,[180-220[,2293,0,0,0,0,0,0,0
422,4_station_pedestrian_bridge_4.4,105,Test,[220-1000[,907,0,0,0,0,0,0,0
423,4_station_pedestrian_bridge_4.4,100,Test,[0-20[,122945,3570,0,594,4737,0,0,0
424,4_station_pedestrian_bridge_4.4,100,Test,[20-40[,43304,17,0,0,1765,0,0,0
425,4_station_pedestrian_bridge_4.4,100,Test,[40-60[,7193,243,0,0,386,0,0,0
426,4_station_pedestrian_bridge_4.4,100,Test,[60-80[,12795,126,0,0,152,0,549,0
427,4_station_pedestrian_bridge_4.4,100,Test,[80-100[,2894,0,0,35,9,0,0,0
428,4_station_pedestrian_bridge_4.4,100,Test,[100-140[,4735,0,0,0,0,0,0,0
429,4_station_pedestrian_bridge_4.4,100,Test,[140-180[,1227,0,0,0,0,0,0,0
430,4_station_pedestrian_bridge_4.4,100,Test,[180-220[,2322,0,0,0,0,0,0,0
431,4_station_pedestrian_bridge_4.4,100,Test,[220-1000[,851,0,0,0,0,0,0,0
432,4_station_pedestrian_bridge_4.4,144,Test,[0-20[,123058,5355,0,590,4647,0,0,0
433,4_station_pedestrian_bridge_4.4,144,Test,[20-40[,41067,13,0,0,1828,0,0,0
434,4_station_pedestrian_bridge_4.4,144,Test,[40-60[,7211,232,0,0,377,0,0,0
435,4_station_pedestrian_bridge_4.4,144,Test,[60-80[,12794,283,0,0,124,0,567,0
436,4_station_pedestrian_bridge_4.4,144,Test,[80-100[,2863,0,0,52,17,0,0,0
437,4_station_pedestrian_bridge_4.4,144,Test,[100-140[,4839,0,0,0,0,0,0,0
438,4_station_pedestrian_bridge_4.4,144,Test,[140-180[,1137,0,0,0,0,0,0,0
439,4_station_pedestrian_bridge_4.4,144,Test,[180-220[,2279,0,0,0,0,0,0,0
440,4_station_pedestrian_bridge_4.4,144,Test,[220-1000[,862,0,0,0,0,0,0,0
441,4_station_pedestrian_bridge_4.4,199,Test,[0-20[,123253,3803,0,580,4745,0,0,0
442,4_station_pedestrian_bridge_4.4,199,Test,[20-40[,42482,48,0,0,1678,0,0,0
443,4_station_pedestrian_bridge_4.4,199,Test,[40-60[,7341,300,0,0,320,0,0,0
444,4_station_pedestrian_bridge_4.4,199,Test,[60-80[,13274,24,0,0,130,0,550,0
445,4_station_pedestrian_bridge_4.4,199,Test,[80-100[,2907,0,0,55,14,0,0,0
446,4_station_pedestrian_bridge_4.4,199,Test,[100-140[,4619,0,0,0,0,0,0,0
447,4_station_pedestrian_bridge_4.4,199,Test,[140-180[,1127,0,0,0,0,0,0,0
448,4_station_pedestrian_bridge_4.4,199,Test,[180-220[,2295,0,0,0,0,0,0,0
449,4_station_pedestrian_bridge_4.4,199,Test,[220-1000[,850,0,0,0,0,0,0,0
450,4_station_pedestrian_bridge_4.4,162,Test,[0-20[,123153,4523,0,622,4507,0,0,0
451,4_station_pedestrian_bridge_4.4,162,Test,[20-40[,41759,16,0,0,1625,0,0,0
452,4_station_pedestrian_bridge_4.4,162,Test,[40-60[,7084,247,0,0,321,0,0,0
453,4_station_pedestrian_bridge_4.4,162,Test,[60-80[,13250,236,0,0,124,0,617,0
454,4_station_pedestrian_bridge_4.4,162,Test,[80-100[,2890,0,0,51,13,0,0,0
455,4_station_pedestrian_bridge_4.4,162,Test,[100-140[,4659,0,0,0,0,0,0,0
456,4_station_pedestrian_bridge_4.4,162,Test,[140-180[,1119,0,0,0,0,0,0,0
457,4_station_pedestrian_bridge_4.4,162,Test,[180-220[,2391,0,0,0,0,0,0,0
458,4_station_pedestrian_bridge_4.4,162,Test,[220-1000[,959,0,0,0,0,0,0,0
459,4_station_pedestrian_bridge_4.4,123,Test,[0-20[,123420,3588,0,588,4675,0,0,0
460,4_station_pedestrian_bridge_4.4,123,Test,[20-40[,42533,14,0,0,1819,0,0,0
461,4_station_pedestrian_bridge_4.4,123,Test,[40-60[,7344,231,0,0,346,0,0,0
462,4_station_pedestrian_bridge_4.4,123,Test,[60-80[,12894,147,0,0,133,0,553,0
463,4_station_pedestrian_bridge_4.4,123,Test,[80-100[,2912,0,0,37,11,0,0,0
464,4_station_pedestrian_bridge_4.4,123,Test,[100-140[,4616,0,0,0,0,0,0,0
465,4_station_pedestrian_bridge_4.4,123,Test,[140-180[,1185,0,0,0,0,0,0,0
466,4_station_pedestrian_bridge_4.4,123,Test,[180-220[,2284,0,0,0,0,0,0,0
467,4_station_pedestrian_bridge_4.4,123,Test,[220-1000[,845,0,0,0,0,0,0,0
468,4_station_pedestrian_bridge_4.4,161,Test,[0-20[,123170,4469,0,626,4515,0,0,0
469,4_station_pedestrian_bridge_4.4,161,Test,[20-40[,41869,23,0,0,1624,0,0,0
470,4_station_pedestrian_bridge_4.4,161,Test,[40-60[,7122,249,0,0,341,0,0,0
471,4_station_pedestrian_bridge_4.4,161,Test,[60-80[,13124,231,0,0,130,0,589,0
472,4_station_pedestrian_bridge_4.4,161,Test,[80-100[,2983,0,0,53,19,0,0,0
473,4_station_pedestrian_bridge_4.4,161,Test,[100-140[,4973,0,0,0,0,0,0,0
474,4_station_pedestrian_bridge_4.4,161,Test,[140-180[,1184,0,0,0,0,0,0,0
475,4_station_pedestrian_bridge_4.4,161,Test,[180-220[,2277,0,0,0,0,0,0,0
476,4_station_pedestrian_bridge_4.4,161,Test,[220-1000[,820,0,0,0,0,0,0,0
477,4_station_pedestrian_bridge_4.4,129,Test,[0-20[,121963,4608,0,626,4636,0,0,0
478,4_station_pedestrian_bridge_4.4,129,Test,[20-40[,43098,15,0,0,1635,0,0,0
479,4_station_pedestrian_bridge_4.4,129,Test,[40-60[,7244,240,0,0,335,0,0,0
480,4_station_pedestrian_bridge_4.4,129,Test,[60-80[,12909,184,0,0,140,0,571,0
481,4_station_pedestrian_bridge_4.4,129,Test,[80-100[,2911,0,0,55,13,0,0,0
482,4_station_pedestrian_bridge_4.4,129,Test,[100-140[,4851,0,0,0,0,0,0,0
483,4_station_pedestrian_bridge_4.4,129,Test,[140-180[,1145,0,0,0,0,0,0,0
484,4_station_pedestrian_bridge_4.4,129,Test,[180-220[,2311,0,0,0,0,0,0,0
485,4_station_pedestrian_bridge_4.4,129,Test,[220-1000[,813,0,0,0,0,0,0,0
486,4_station_pedestrian_bridge_4.4,106,Test,[0-20[,123175,3467,0,613,4586,0,0,0
487,4_station_pedestrian_bridge_4.4,106,Test,[20-40[,42620,15,0,0,1617,0,0,0
488,4_station_pedestrian_bridge_4.4,106,Test,[40-60[,6774,260,0,0,347,0,0,0
489,4_station_pedestrian_bridge_4.4,106,Test,[60-80[,13104,118,0,0,146,0,655,0
490,4_station_pedestrian_bridge_4.4,106,Test,[80-100[,3000,0,0,51,3,0,0,0
491,4_station_pedestrian_bridge_4.4,106,Test,[100-140[,4829,0,0,0,0,0,0,0
492,4_station_pedestrian_bridge_4.4,106,Test,[140-180[,1179,0,0,0,0,0,0,0
493,4_station_pedestrian_bridge_4.4,106,Test,[180-220[,2402,0,0,0,0,0,0,0
494,4_station_pedestrian_bridge_4.4,106,Test,[220-1000[,955,0,0,0,0,0,0,0
495,4_station_pedestrian_bridge_4.4,107,Test,[0-20[,123890,3403,0,588,4528,0,0,0
496,4_station_pedestrian_bridge_4.4,107,Test,[20-40[,42592,16,0,0,1608,0,0,0
497,4_station_pedestrian_bridge_4.4,107,Test,[40-60[,6894,263,0,0,347,0,0,0
498,4_station_pedestrian_bridge_4.4,107,Test,[60-80[,13059,122,0,0,148,0,598,0
499,4_station_pedestrian_bridge_4.4,107,Test,[80-100[,2939,0,0,60,2,0,0,0
500,4_station_pedestrian_bridge_4.4,107,Test,[100-140[,4736,0,0,0,0,0,0,0
501,4_station_pedestrian_bridge_4.4,107,Test,[140-180[,1241,0,0,0,0,0,0,0
502,4_station_pedestrian_bridge_4.4,107,Test,[180-220[,2373,0,0,0,0,0,0,0
503,4_station_pedestrian_bridge_4.4,107,Test,[220-1000[,834,0,0,0,0,0,0,0
504,4_station_pedestrian_bridge_4.4,139,Test,[0-20[,122216,5440,0,615,4509,0,0,0
505,4_station_pedestrian_bridge_4.4,139,Test,[20-40[,41329,12,0,0,1609,0,0,0
506,4_station_pedestrian_bridge_4.4,139,Test,[40-60[,7203,253,0,0,328,0,0,0
507,4_station_pedestrian_bridge_4.4,139,Test,[60-80[,12981,200,0,0,115,0,544,0
508,4_station_pedestrian_bridge_4.4,139,Test,[80-100[,3114,0,0,50,11,0,0,0
509,4_station_pedestrian_bridge_4.4,139,Test,[100-140[,4701,0,0,0,0,0,0,0
510,4_station_pedestrian_bridge_4.4,139,Test,[140-180[,1203,0,0,0,0,0,0,0
511,4_station_pedestrian_bridge_4.4,139,Test,[180-220[,2355,0,0,0,0,0,0,0
512,4_station_pedestrian_bridge_4.4,139,Test,[220-1000[,878,0,0,0,0,0,0,0
513,4_station_pedestrian_bridge_4.4,115,Test,[0-20[,124202,2824,0,629,4676,0,0,0
514,4_station_pedestrian_bridge_4.4,115,Test,[20-40[,42656,14,0,0,1661,0,0,0
515,4_station_pedestrian_bridge_4.4,115,Test,[40-60[,7310,253,0,0,333,0,0,0
516,4_station_pedestrian_bridge_4.4,115,Test,[60-80[,12844,135,0,0,133,0,566,0
517,4_station_pedestrian_bridge_4.4,115,Test,[80-100[,3048,0,0,53,6,0,0,0
518,4_station_pedestrian_bridge_4.4,115,Test,[100-140[,4748,0,0,0,0,0,0,0
519,4_station_pedestrian_bridge_4.4,115,Test,[140-180[,1136,0,0,0,0,0,0,0
520,4_station_pedestrian_bridge_4.4,115,Test,[180-220[,2263,0,0,0,0,0,0,0
521,4_station_pedestrian_bridge_4.4,115,Test,[220-1000[,826,0,0,0,0,0,0,0
522,4_station_pedestrian_bridge_4.4,150,Test,[0-20[,123406,5778,0,615,4657,0,0,0
523,4_station_pedestrian_bridge_4.4,150,Test,[20-40[,40533,12,0,0,1662,0,0,0
524,4_station_pedestrian_bridge_4.4,150,Test,[40-60[,7312,261,0,0,320,0,0,0
525,4_station_pedestrian_bridge_4.4,150,Test,[60-80[,12833,281,0,0,139,0,557,0
526,4_station_pedestrian_bridge_4.4,150,Test,[80-100[,2996,0,0,47,17,0,0,0
527,4_station_pedestrian_bridge_4.4,150,Test,[100-140[,4617,0,0,0,0,0,0,0
528,4_station_pedestrian_bridge_4.4,150,Test,[140-180[,1133,0,0,0,0,0,0,0
529,4_station_pedestrian_bridge_4.4,150,Test,[180-220[,2280,0,0,0,0,0,0,0
530,4_station_pedestrian_bridge_4.4,150,Test,[220-1000[,831,0,0,0,0,0,0,0
531,4_station_pedestrian_bridge_4.4,116,Test,[0-20[,124040,2811,0,610,4718,0,0,0
532,4_station_pedestrian_bridge_4.4,116,Test,[20-40[,42713,12,0,0,1810,0,0,0
533,4_station_pedestrian_bridge_4.4,116,Test,[40-60[,7052,247,0,0,377,0,0,0
534,4_station_pedestrian_bridge_4.4,116,Test,[60-80[,13051,137,0,0,144,0,559,0
535,4_station_pedestrian_bridge_4.4,116,Test,[80-100[,2947,0,0,53,7,0,0,0
536,4_station_pedestrian_bridge_4.4,116,Test,[100-140[,4722,0,0,0,0,0,0,0
537,4_station_pedestrian_bridge_4.4,116,Test,[140-180[,1163,0,0,0,0,0,0,0
538,4_station_pedestrian_bridge_4.4,116,Test,[180-220[,2236,0,0,0,0,0,0,0
539,4_station_pedestrian_bridge_4.4,116,Test,[220-1000[,874,0,0,0,0,0,0,0
540,4_station_pedestrian_bridge_4.4,113,Test,[0-20[,123806,2662,0,609,4505,0,0,0
541,4_station_pedestrian_bridge_4.4,113,Test,[20-40[,43282,13,0,0,1612,0,0,0
542,4_station_pedestrian_bridge_4.4,113,Test,[40-60[,6973,255,0,0,338,0,0,0
543,4_station_pedestrian_bridge_4.4,113,Test,[60-80[,13164,144,0,0,142,0,560,0
544,4_station_pedestrian_bridge_4.4,113,Test,[80-100[,2995,0,0,58,8,0,0,0
545,4_station_pedestrian_bridge_4.4,113,Test,[100-140[,4836,0,0,0,0,0,0,0
546,4_station_pedestrian_bridge_4.4,113,Test,[140-180[,1134,0,0,0,0,0,0,0
547,4_station_pedestrian_bridge_4.4,113,Test,[180-220[,2299,0,0,0,0,0,0,0
548,4_station_pedestrian_bridge_4.4,113,Test,[220-1000[,874,0,0,0,0,0,0,0
549,4_station_pedestrian_bridge_4.4,194,Test,[0-20[,122335,4418,0,587,4680,0,0,0
550,4_station_pedestrian_bridge_4.4,194,Test,[20-40[,42138,23,0,0,1636,0,0,0
551,4_station_pedestrian_bridge_4.4,194,Test,[40-60[,7100,291,0,0,311,0,0,0
552,4_station_pedestrian_bridge_4.4,194,Test,[60-80[,13206,54,0,0,124,0,546,0
553,4_station_pedestrian_bridge_4.4,194,Test,[80-100[,3199,0,0,58,16,0,0,0
554,4_station_pedestrian_bridge_4.4,194,Test,[100-140[,4920,0,0,0,0,0,0,0
555,4_station_pedestrian_bridge_4.4,194,Test,[140-180[,1266,0,0,0,0,0,0,0
556,4_station_pedestrian_bridge_4.4,194,Test,[180-220[,2279,0,0,0,0,0,0,0
557,4_station_pedestrian_bridge_4.4,194,Test,[220-1000[,826,0,0,0,0,0,0,0
558,4_station_pedestrian_bridge_4.4,182,Test,[0-20[,122207,5228,0,606,4518,0,0,0
559,4_station_pedestrian_bridge_4.4,182,Test,[20-40[,41948,5,0,0,1663,0,0,0
560,4_station_pedestrian_bridge_4.4,182,Test,[40-60[,7047,321,0,0,348,0,0,0
561,4_station_pedestrian_bridge_4.4,182,Test,[60-80[,13193,121,0,0,123,0,565,0
562,4_station_pedestrian_bridge_4.4,182,Test,[80-100[,3004,0,0,61,11,0,0,0
563,4_station_pedestrian_bridge_4.4,182,Test,[100-140[,4717,0,0,0,0,0,0,0
564,4_station_pedestrian_bridge_4.4,182,Test,[140-180[,1243,0,0,0,0,0,0,0
565,4_station_pedestrian_bridge_4.4,182,Test,[180-220[,2393,0,0,0,0,0,0,0
566,4_station_pedestrian_bridge_4.4,182,Test,[220-1000[,904,0,0,0,0,0,0,0
567,4_station_pedestrian_bridge_4.4,128,Test,[0-20[,122854,4324,0,607,4687,0,0,0
568,4_station_pedestrian_bridge_4.4,128,Test,[20-40[,42264,12,0,0,1859,0,0,0
569,4_station_pedestrian_bridge_4.4,128,Test,[40-60[,7386,243,0,0,368,0,0,0
570,4_station_pedestrian_bridge_4.4,128,Test,[60-80[,12973,171,0,0,134,0,529,0
571,4_station_pedestrian_bridge_4.4,128,Test,[80-100[,2924,0,0,47,11,0,0,0
572,4_station_pedestrian_bridge_4.4,128,Test,[100-140[,4613,0,0,0,0,0,0,0
573,4_station_pedestrian_bridge_4.4,128,Test,[140-180[,1163,0,0,0,0,0,0,0
574,4_station_pedestrian_bridge_4.4,128,Test,[180-220[,2311,0,0,0,0,0,0,0
575,4_station_pedestrian_bridge_4.4,128,Test,[220-1000[,826,0,0,0,0,0,0,0
576,4_station_pedestrian_bridge_4.4,102,Test,[0-20[,124278,3386,0,547,4671,0,0,0
577,4_station_pedestrian_bridge_4.4,102,Test,[20-40[,42548,12,0,0,1648,0,0,0
578,4_station_pedestrian_bridge_4.4,102,Test,[40-60[,6869,238,0,0,331,0,0,0
579,4_station_pedestrian_bridge_4.4,102,Test,[60-80[,12955,121,0,0,148,0,526,0
580,4_station_pedestrian_bridge_4.4,102,Test,[80-100[,2902,0,0,117,11,0,0,0
581,4_station_pedestrian_bridge_4.4,102,Test,[100-140[,4733,0,0,0,0,0,0,0
582,4_station_pedestrian_bridge_4.4,102,Test,[140-180[,1178,0,0,0,0,0,0,0
583,4_station_pedestrian_bridge_4.4,102,Test,[180-220[,2311,0,0,0,0,0,0,0
584,4_station_pedestrian_bridge_4.4,102,Test,[220-1000[,867,0,0,0,0,0,0,0
585,4_station_pedestrian_bridge_4.4,110,Test,[0-20[,124434,3209,0,591,4545,0,0,0
586,4_station_pedestrian_bridge_4.4,110,Test,[20-40[,42133,12,0,0,1607,0,0,0
587,4_station_pedestrian_bridge_4.4,110,Test,[40-60[,7164,238,0,0,359,0,0,0
588,4_station_pedestrian_bridge_4.4,110,Test,[60-80[,13137,113,0,0,132,0,538,0
589,4_station_pedestrian_bridge_4.4,110,Test,[80-100[,2949,0,0,54,5,0,0,0
